arm_id,expected_trials,invalid_or_failed_trials,mean_rr,rr_max,rr_min,rr_population_stdev,rr_range,rr_values,scenario_id,valid_trials,valid_vulnerable_ranks
proprietary_gpt,5,0,0.52,1.0,0.2,0.3919183588453085,0.8,"[0.2, 0.2, 1.0, 1.0, 0.2]",ow14-s0051,5,"[5, 5, 1, 1, 5]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0052,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0053,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.9,1.0,0.5,0.2,0.5,"[1.0, 0.5, 1.0, 1.0, 1.0]",ow14-s0054,5,"[1, 2, 1, 1, 1]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0055,5,"[3, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0056,5,"[2, 2, 2, 2, 2]"
proprietary_gpt,5,0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0057,5,"[4, 4, 4, 4, 4]"
proprietary_gpt,5,0,0.85,1.0,0.25,0.3,0.75,"[1.0, 1.0, 1.0, 1.0, 0.25]",ow14-s0058,5,"[1, 1, 1, 1, 4]"
proprietary_gpt,5,0,0.35,0.5,0.25,0.1224744871391589,0.25,"[0.5, 0.25, 0.5, 0.25, 0.25]",ow14-s0059,5,"[2, 4, 2, 4, 4]"
proprietary_gpt,5,0,0.84,1.0,0.2,0.32,0.8,"[1.0, 1.0, 0.2, 1.0, 1.0]",ow14-s0060,5,"[1, 1, 5, 1, 1]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0061,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.85,1.0,0.25,0.3,0.75,"[1.0, 0.25, 1.0, 1.0, 1.0]",ow14-s0062,5,"[1, 4, 1, 1, 1]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0063,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0064,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.2833333333333333,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.3333333333333333, 0.25, 0.3333333333333333, 0.25, 0.25]",ow14-s0065,5,"[3, 4, 3, 4, 4]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0066,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.7,1.0,0.5,0.2449489742783178,0.5,"[0.5, 1.0, 0.5, 0.5, 1.0]",ow14-s0067,5,"[2, 1, 2, 2, 1]"
proprietary_gpt,5,0,0.4666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.6666666666666667,"[0.3333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0068,5,"[3, 1, 3, 3, 3]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0069,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.45,0.5,0.25,0.1,0.25,"[0.25, 0.5, 0.5, 0.5, 0.5]",ow14-s0070,5,"[4, 2, 2, 2, 2]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0071,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.7,1.0,0.5,0.2449489742783178,0.5,"[0.5, 1.0, 0.5, 0.5, 1.0]",ow14-s0072,5,"[2, 1, 2, 2, 1]"
proprietary_gpt,5,0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0073,5,"[4, 4, 4, 4, 4]"
proprietary_gpt,5,0,0.3333333333333333,0.5,0.25,0.09128709291752768,0.25,"[0.25, 0.3333333333333333, 0.25, 0.3333333333333333, 0.5]",ow14-s0074,5,"[4, 3, 4, 3, 2]"
proprietary_gpt,5,0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0075,5,"[2, 2, 2, 2, 2]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0076,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.4166666666666667,0.5,0.25,0.10540925533894598,0.25,"[0.5, 0.5, 0.5, 0.3333333333333333, 0.25]",ow14-s0077,5,"[2, 2, 2, 3, 4]"
proprietary_gpt,5,0,0.21000000000000002,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.2, 0.2, 0.2, 0.2]",ow14-s0078,5,"[4, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.58,1.0,0.2,0.36,0.8,"[0.5, 0.2, 1.0, 1.0, 0.2]",ow14-s0079,5,"[2, 5, 1, 1, 5]"
proprietary_gpt,5,0,0.36666666666666664,0.5,0.25,0.1130388330520878,0.25,"[0.3333333333333333, 0.5, 0.5, 0.25, 0.25]",ow14-s0080,5,"[3, 2, 2, 4, 4]"
proprietary_gpt,5,0,0.8,1.0,0.5,0.2449489742783178,0.5,"[1.0, 1.0, 0.5, 1.0, 0.5]",ow14-s0081,5,"[1, 1, 2, 1, 2]"
proprietary_gpt,5,0,0.7333333333333333,1.0,0.3333333333333333,0.32659863237109044,0.6666666666666667,"[1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 1.0]",ow14-s0082,5,"[1, 1, 3, 3, 1]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0083,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.31666666666666665,0.5,0.25,0.097182531580755,0.25,"[0.25, 0.25, 0.5, 0.25, 0.3333333333333333]",ow14-s0084,5,"[4, 4, 2, 4, 3]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0085,5,"[3, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.9,1.0,0.5,0.2,0.5,"[0.5, 1.0, 1.0, 1.0, 1.0]",ow14-s0086,5,"[2, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.21000000000000002,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.2, 0.2, 0.2, 0.2]",ow14-s0087,5,"[4, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.21000000000000002,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.2, 0.2, 0.2, 0.2]",ow14-s0088,5,"[4, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.84,1.0,0.2,0.32,0.8,"[1.0, 0.2, 1.0, 1.0, 1.0]",ow14-s0089,5,"[1, 5, 1, 1, 1]"
proprietary_gpt,5,0,0.8666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.6666666666666667,"[1.0, 1.0, 1.0, 1.0, 0.3333333333333333]",ow14-s0090,5,"[1, 1, 1, 1, 3]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0091,5,"[3, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0092,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.39999999999999997,0.5,0.3333333333333333,0.08164965809277261,0.16666666666666669,"[0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333]",ow14-s0093,5,"[2, 3, 2, 3, 3]"
proprietary_gpt,5,0,0.7,1.0,0.25,0.3674234614174767,0.75,"[1.0, 1.0, 1.0, 0.25, 0.25]",ow14-s0094,5,"[1, 1, 1, 4, 4]"
proprietary_gpt,5,0,0.35,0.5,0.25,0.1224744871391589,0.25,"[0.25, 0.25, 0.5, 0.25, 0.5]",ow14-s0095,5,"[4, 4, 2, 4, 2]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0096,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.39666666666666667,1.0,0.2,0.30557777696975574,0.8,"[0.3333333333333333, 0.25, 0.2, 1.0, 0.2]",ow14-s0097,5,"[3, 4, 5, 1, 5]"
proprietary_gpt,5,0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0098,5,"[2, 2, 2, 2, 2]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0099,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0100,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.4666666666666667,0.5,0.3333333333333333,0.06666666666666668,0.16666666666666669,"[0.3333333333333333, 0.5, 0.5, 0.5, 0.5]",ow14-s0101,5,"[3, 2, 2, 2, 2]"
proprietary_gpt,5,0,0.4,1.0,0.25,0.3,0.75,"[0.25, 0.25, 0.25, 0.25, 1.0]",ow14-s0102,5,"[4, 4, 4, 4, 1]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0103,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.3333333333333333,0.5,0.25,0.09128709291752768,0.25,"[0.5, 0.25, 0.3333333333333333, 0.3333333333333333, 0.25]",ow14-s0104,5,"[2, 4, 3, 3, 4]"
proprietary_gpt,5,0,0.21000000000000002,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.2, 0.2, 0.2, 0.25, 0.2]",ow14-s0105,5,"[5, 5, 5, 4, 5]"
proprietary_gpt,5,0,0.4666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.6666666666666667,"[1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0106,5,"[1, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.5666666666666667,1.0,0.3333333333333333,0.2260776661041756,0.6666666666666667,"[0.3333333333333333, 0.5, 0.5, 0.5, 1.0]",ow14-s0107,5,"[3, 2, 2, 2, 1]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0108,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.36666666666666664,0.5,0.3333333333333333,0.06666666666666668,0.16666666666666669,"[0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0109,5,"[2, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.6,1.0,0.3333333333333333,0.32659863237109044,0.6666666666666667,"[0.3333333333333333, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0]",ow14-s0110,5,"[3, 3, 1, 3, 1]"
proprietary_gpt,5,0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0111,5,"[4, 4, 4, 4, 4]"
proprietary_gpt,5,0,0.43333333333333335,0.5,0.3333333333333333,0.08164965809277261,0.16666666666666669,"[0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5]",ow14-s0112,5,"[2, 3, 3, 2, 2]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0113,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.4,1.0,0.25,0.3,0.75,"[0.25, 0.25, 0.25, 1.0, 0.25]",ow14-s0114,5,"[4, 4, 4, 1, 4]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0115,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.31333333333333335,0.5,0.2,0.11075498483890765,0.3,"[0.5, 0.2, 0.3333333333333333, 0.2, 0.3333333333333333]",ow14-s0116,5,"[2, 5, 3, 5, 3]"
proprietary_gpt,5,0,0.68,1.0,0.2,0.3919183588453085,0.8,"[1.0, 0.2, 1.0, 0.2, 1.0]",ow14-s0117,5,"[1, 5, 1, 5, 1]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0118,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0119,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0120,5,"[2, 2, 2, 2, 2]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0121,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.35,0.5,0.25,0.1224744871391589,0.25,"[0.25, 0.5, 0.25, 0.25, 0.5]",ow14-s0122,5,"[4, 2, 4, 4, 2]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0123,5,"[3, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0124,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.6333333333333333,1.0,0.3333333333333333,0.30550504633038933,0.6666666666666667,"[0.5, 1.0, 0.3333333333333333, 0.3333333333333333, 1.0]",ow14-s0125,5,"[2, 1, 3, 3, 1]"
proprietary_gpt,5,0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0126,5,"[2, 2, 2, 2, 2]"
proprietary_gpt,5,0,0.2833333333333333,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.25, 0.3333333333333333, 0.25, 0.25, 0.3333333333333333]",ow14-s0127,5,"[4, 3, 4, 4, 3]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0128,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0129,5,"[3, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.26666666666666666,0.3333333333333333,0.25,0.033333333333333326,0.08333333333333331,"[0.25, 0.25, 0.3333333333333333, 0.25, 0.25]",ow14-s0130,5,"[4, 4, 3, 4, 4]"
proprietary_gpt,5,0,0.43333333333333335,0.5,0.3333333333333333,0.08164965809277261,0.16666666666666669,"[0.3333333333333333, 0.5, 0.5, 0.5, 0.3333333333333333]",ow14-s0131,5,"[3, 2, 2, 2, 3]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0132,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.55,1.0,0.25,0.2449489742783178,0.75,"[0.5, 0.5, 0.25, 1.0, 0.5]",ow14-s0133,5,"[2, 2, 4, 1, 2]"
proprietary_gpt,5,0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0134,5,"[1, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.2833333333333333,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.3333333333333333, 0.25, 0.25, 0.25, 0.3333333333333333]",ow14-s0135,5,"[3, 4, 4, 4, 3]"
proprietary_gpt,5,0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0136,5,"[5, 5, 5, 5, 5]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0137,5,"[3, 3, 3, 3, 3]"
proprietary_gpt,5,0,0.9,1.0,0.5,0.2,0.5,"[0.5, 1.0, 1.0, 1.0, 1.0]",ow14-s0138,5,"[2, 1, 1, 1, 1]"
proprietary_gpt,5,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0139,5,"[3, 3, 3, 3, 3]"
