candidate_id,action_path,method,parameter_name,source,input_type,editable_input_count,required_input_count,parameter_count,evaluation_role,compatibility_class
ox14-c000046,/external-v14/case-000046,GET,input_000046,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000047,/external-v14/case-000047,GET,input_000047,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000048,/external-v14/case-000048,GET,input_000048,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000049,/external-v14/case-000049,GET,input_000049,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000050,/external-v14/case-000050,GET,input_000050,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000051,/external-v14/case-000051,GET,input_000051,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000052,/external-v14/case-000052,GET,input_000052,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000053,/external-v14/case-000053,GET,input_000053,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000054,/external-v14/case-000054,GET,input_000054,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000055,/external-v14/case-000055,GET,input_000055,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000056,/external-v14/case-000056,GET,input_000056,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000057,/external-v14/case-000057,GET,input_000057,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000058,/external-v14/case-000058,GET,input_000058,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000059,/external-v14/case-000059,GET,input_000059,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000060,/external-v14/case-000060,GET,input_000060,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000061,/external-v14/case-000061,GET,input_000061,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000062,/external-v14/case-000062,GET,input_000062,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000063,/external-v14/case-000063,GET,input_000063,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000064,/external-v14/case-000064,GET,input_000064,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000065,/external-v14/case-000065,GET,input_000065,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000066,/external-v14/case-000066,GET,input_000066,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000067,/external-v14/case-000067,GET,input_000067,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000068,/external-v14/case-000068,GET,input_000068,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000069,/external-v14/case-000069,GET,input_000069,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000070,/external-v14/case-000070,GET,input_000070,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000071,/external-v14/case-000071,GET,input_000071,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000072,/external-v14/case-000072,GET,input_000072,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000073,/external-v14/case-000073,GET,input_000073,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000074,/external-v14/case-000074,GET,input_000074,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000075,/external-v14/case-000075,GET,input_000075,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000076,/external-v14/case-000076,GET,input_000076,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000077,/external-v14/case-000077,GET,input_000077,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000078,/external-v14/case-000078,GET,input_000078,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000079,/external-v14/case-000079,GET,input_000079,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000081,/external-v14/case-000081,GET,input_000081,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000082,/external-v14/case-000082,GET,input_000082,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000083,/external-v14/case-000083,GET,input_000083,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000084,/external-v14/case-000084,GET,input_000084,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000085,/external-v14/case-000085,GET,input_000085,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000086,/external-v14/case-000086,GET,input_000086,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000087,/external-v14/case-000087,GET,input_000087,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000088,/external-v14/case-000088,GET,input_000088,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000089,/external-v14/case-000089,GET,input_000089,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000090,/external-v14/case-000090,GET,input_000090,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000091,/external-v14/case-000091,GET,input_000091,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000092,/external-v14/case-000092,GET,input_000092,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000093,/external-v14/case-000093,GET,input_000093,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000094,/external-v14/case-000094,GET,input_000094,dynamic_parameter_name,text,1,1,2,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000095,/external-v14/case-000095,GET,input_000095,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000096,/external-v14/case-000096,GET,input_000096,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000097,/external-v14/case-000097,GET,input_000097,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000098,/external-v14/case-000098,GET,input_000098,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000099,/external-v14/case-000099,GET,input_000099,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000100,/external-v14/case-000100,GET,input_000100,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000101,/external-v14/case-000101,GET,input_000101,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000102,/external-v14/case-000102,GET,input_000102,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000103,/external-v14/case-000103,GET,input_000103,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000104,/external-v14/case-000104,GET,input_000104,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000105,/external-v14/case-000105,GET,input_000105,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000106,/external-v14/case-000106,GET,input_000106,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000107,/external-v14/case-000107,GET,input_000107,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000108,/external-v14/case-000108,GET,input_000108,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000109,/external-v14/case-000109,GET,input_000109,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000110,/external-v14/case-000110,GET,input_000110,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000111,/external-v14/case-000111,GET,input_000111,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000112,/external-v14/case-000112,GET,input_000112,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000113,/external-v14/case-000113,GET,input_000113,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000114,/external-v14/case-000114,GET,input_000114,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000115,/external-v14/case-000115,GET,input_000115,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000116,/external-v14/case-000116,GET,input_000116,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000117,/external-v14/case-000117,GET,input_000117,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000118,/external-v14/case-000118,GET,input_000118,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000119,/external-v14/case-000119,GET,input_000119,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000120,/external-v14/case-000120,GET,input_000120,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000121,/external-v14/case-000121,GET,input_000121,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000122,/external-v14/case-000122,GET,input_000122,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000123,/external-v14/case-000123,GET,input_000123,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000124,/external-v14/case-000124,GET,input_000124,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000125,/external-v14/case-000125,GET,input_000125,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000126,/external-v14/case-000126,GET,input_000126,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000127,/external-v14/case-000127,GET,input_000127,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000128,/external-v14/case-000128,GET,input_000128,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000129,/external-v14/case-000129,GET,input_000129,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000130,/external-v14/case-000130,GET,input_000130,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000131,/external-v14/case-000131,GET,input_000131,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000132,/external-v14/case-000132,GET,input_000132,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000133,/external-v14/case-000133,GET,input_000133,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000134,/external-v14/case-000134,GET,input_000134,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000135,/external-v14/case-000135,GET,input_000135,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000136,/external-v14/case-000136,GET,input_000136,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000137,/external-v14/case-000137,GET,input_000137,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000138,/external-v14/case-000138,GET,input_000138,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000139,/external-v14/case-000139,GET,input_000139,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000140,/external-v14/case-000140,GET,input_000140,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000141,/external-v14/case-000141,GET,input_000141,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000142,/external-v14/case-000142,GET,input_000142,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000159,/external-v14/case-000159,GET,header_000159,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000160,/external-v14/case-000160,GET,header_000160,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000161,/external-v14/case-000161,GET,header_000161,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000162,/external-v14/case-000162,GET,header_000162,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000163,/external-v14/case-000163,GET,header_000163,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000164,/external-v14/case-000164,GET,header_000164,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000165,/external-v14/case-000165,GET,header_000165,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000167,/external-v14/case-000167,GET,header_000167,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000168,/external-v14/case-000168,GET,header_000168,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000169,/external-v14/case-000169,GET,header_000169,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000170,/external-v14/case-000170,GET,header_000170,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000171,/external-v14/case-000171,GET,header_000171,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000172,/external-v14/case-000172,GET,header_000172,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000173,/external-v14/case-000173,GET,header_000173,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000174,/external-v14/case-000174,GET,header_000174,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000175,/external-v14/case-000175,GET,header_000175,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000177,/external-v14/case-000177,GET,header_000177,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000178,/external-v14/case-000178,GET,header_000178,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000179,/external-v14/case-000179,GET,header_000179,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000181,/external-v14/case-000181,GET,header_000181,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000182,/external-v14/case-000182,GET,header_000182,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000183,/external-v14/case-000183,GET,header_000183,request_header,header,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,ADAPTER_SUPPORTED
ox14-c000184,/external-v14/case-000184,GET,input_000184,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000185,/external-v14/case-000185,GET,input_000185,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000186,/external-v14/case-000186,GET,input_000186,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000188,/external-v14/case-000188,GET,input_000188,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000189,/external-v14/case-000189,GET,input_000189,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000190,/external-v14/case-000190,GET,input_000190,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000191,/external-v14/case-000191,GET,input_000191,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000192,/external-v14/case-000192,GET,input_000192,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000193,/external-v14/case-000193,GET,input_000193,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000194,/external-v14/case-000194,GET,input_000194,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000195,/external-v14/case-000195,GET,input_000195,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000196,/external-v14/case-000196,GET,input_000196,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000197,/external-v14/case-000197,GET,input_000197,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000198,/external-v14/case-000198,GET,input_000198,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000199,/external-v14/case-000199,GET,input_000199,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000200,/external-v14/case-000200,GET,input_000200,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000201,/external-v14/case-000201,GET,input_000201,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000202,/external-v14/case-000202,GET,input_000202,request_parameter,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000203,/external-v14/case-000203,GET,input_000203,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000204,/external-v14/case-000204,GET,input_000204,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000205,/external-v14/case-000205,GET,input_000205,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000207,/external-v14/case-000207,GET,input_000207,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000208,/external-v14/case-000208,GET,input_000208,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000209,/external-v14/case-000209,GET,input_000209,request_parameter_map,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
