arm_id,scenario_id,scenario_type,trial_number,status,input_order,output_ranking,spearman_input_output,exact_input_order_match
deterministic_structural,ow14-s0025,positive,1,valid,ox14-c000026 ox14-c000061 ox14-c000434 ox14-c000314 ox14-c000309,ox14-c000061 ox14-c000434 ox14-c000026 ox14-c000309 ox14-c000314,0.6000000000,false
deterministic_structural,ow14-s0026,positive,1,valid,ox14-c000109 ox14-c000219 ox14-c000273 ox14-c000242 ox14-c000034,ox14-c000109 ox14-c000219 ox14-c000242 ox14-c000273 ox14-c000034,0.9000000000,false
deterministic_structural,ow14-s0027,positive,1,valid,ox14-c000405 ox14-c000303 ox14-c000101 ox14-c000363 ox14-c000241,ox14-c000101 ox14-c000241 ox14-c000405 ox14-c000363 ox14-c000303,-0.3000000000,false
deterministic_structural,ow14-s0028,positive,1,valid,ox14-c000091 ox14-c000100 ox14-c000226 ox14-c000111 ox14-c000064,ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000091 ox14-c000226,-0.5000000000,false
deterministic_structural,ow14-s0029,positive,1,valid,ox14-c000212 ox14-c000387 ox14-c000048 ox14-c000141 ox14-c000057,ox14-c000048 ox14-c000057 ox14-c000141 ox14-c000212 ox14-c000387,-0.6000000000,false
deterministic_structural,ow14-s0030,positive,1,valid,ox14-c000082 ox14-c000423 ox14-c000399 ox14-c000251 ox14-c000049,ox14-c000049 ox14-c000251 ox14-c000399 ox14-c000423 ox14-c000082,-1.0000000000,false
deterministic_structural,ow14-s0031,positive,1,valid,ox14-c000410 ox14-c000085 ox14-c000296 ox14-c000069 ox14-c000077,ox14-c000069 ox14-c000077 ox14-c000410 ox14-c000085 ox14-c000296,-0.5000000000,false
deterministic_structural,ow14-s0032,positive,1,valid,ox14-c000132 ox14-c000118 ox14-c000395 ox14-c000353 ox14-c000223,ox14-c000118 ox14-c000132 ox14-c000353 ox14-c000395 ox14-c000223,0.8000000000,false
deterministic_structural,ow14-s0033,positive,1,valid,ox14-c000311 ox14-c000394 ox14-c000315 ox14-c000307 ox14-c000188,ox14-c000188 ox14-c000394 ox14-c000307 ox14-c000311 ox14-c000315,-0.5000000000,false
deterministic_structural,ow14-s0034,positive,1,valid,ox14-c000161 ox14-c000167 ox14-c000027 ox14-c000404 ox14-c000351,ox14-c000351 ox14-c000404 ox14-c000027 ox14-c000161 ox14-c000167,-0.9000000000,false
deterministic_structural,ow14-s0035,positive,1,valid,ox14-c000029 ox14-c000272 ox14-c000429 ox14-c000117 ox14-c000217,ox14-c000117 ox14-c000217 ox14-c000272 ox14-c000429 ox14-c000029,-0.8000000000,false
deterministic_structural,ow14-s0036,positive,1,valid,ox14-c000377 ox14-c000089 ox14-c000346 ox14-c000185 ox14-c000136,ox14-c000136 ox14-c000185 ox14-c000346 ox14-c000377 ox14-c000089,-0.9000000000,false
deterministic_structural,ow14-s0037,positive,1,valid,ox14-c000247 ox14-c000070 ox14-c000198 ox14-c000190 ox14-c000396,ox14-c000070 ox14-c000190 ox14-c000198 ox14-c000247 ox14-c000396,0.3000000000,false
deterministic_structural,ow14-s0038,positive,1,valid,ox14-c000099 ox14-c000056 ox14-c000023 ox14-c000171 ox14-c000102,ox14-c000056 ox14-c000099 ox14-c000102 ox14-c000023 ox14-c000171,0.6000000000,false
deterministic_structural,ow14-s0039,positive,1,valid,ox14-c000348 ox14-c000030 ox14-c000236 ox14-c000305 ox14-c000189,ox14-c000189 ox14-c000348 ox14-c000236 ox14-c000030 ox14-c000305,-0.1000000000,false
deterministic_structural,ow14-s0040,positive,1,valid,ox14-c000341 ox14-c000324 ox14-c000209 ox14-c000426 ox14-c000083,ox14-c000209 ox14-c000324 ox14-c000341 ox14-c000426 ox14-c000083,0.6000000000,false
deterministic_structural,ow14-s0041,positive,1,valid,ox14-c000184 ox14-c000327 ox14-c000254 ox14-c000259 ox14-c000333,ox14-c000184 ox14-c000254 ox14-c000259 ox14-c000327 ox14-c000333,0.7000000000,false
deterministic_structural,ow14-s0042,positive,1,valid,ox14-c000328 ox14-c000229 ox14-c000031 ox14-c000355 ox14-c000278,ox14-c000278 ox14-c000328 ox14-c000355 ox14-c000229 ox14-c000031,-0.3000000000,false
deterministic_structural,ow14-s0043,positive,1,valid,ox14-c000125 ox14-c000204 ox14-c000065 ox14-c000200 ox14-c000294,ox14-c000065 ox14-c000125 ox14-c000200 ox14-c000204 ox14-c000294,0.5000000000,false
deterministic_structural,ow14-s0044,positive,1,valid,ox14-c000397 ox14-c000164 ox14-c000409 ox14-c000044 ox14-c000066,ox14-c000044 ox14-c000066 ox14-c000397 ox14-c000409 ox14-c000164,-0.6000000000,false
deterministic_structural,ow14-s0045,positive,1,valid,ox14-c000174 ox14-c000432 ox14-c000112 ox14-c000208 ox14-c000261,ox14-c000112 ox14-c000208 ox14-c000261 ox14-c000432 ox14-c000174,-0.6000000000,false
deterministic_structural,ow14-s0046,positive,1,valid,ox14-c000310 ox14-c000408 ox14-c000414 ox14-c000224 ox14-c000362,ox14-c000408 ox14-c000414 ox14-c000224 ox14-c000362 ox14-c000310,0.0000000000,false
deterministic_structural,ow14-s0047,positive,1,valid,ox14-c000036 ox14-c000210 ox14-c000134 ox14-c000402 ox14-c000391,ox14-c000134 ox14-c000210 ox14-c000391 ox14-c000402 ox14-c000036,-0.2000000000,false
deterministic_structural,ow14-s0048,positive,1,valid,ox14-c000032 ox14-c000067 ox14-c000252 ox14-c000225 ox14-c000320,ox14-c000067 ox14-c000252 ox14-c000320 ox14-c000225 ox14-c000032,-0.1000000000,false
deterministic_structural,ow14-s0049,positive,1,valid,ox14-c000140 ox14-c000165 ox14-c000090 ox14-c000186 ox14-c000369,ox14-c000140 ox14-c000186 ox14-c000090 ox14-c000369 ox14-c000165,0.3000000000,false
deterministic_structural,ow14-s0050,positive,1,valid,ox14-c000072 ox14-c000081 ox14-c000368 ox14-c000389 ox14-c000265,ox14-c000072 ox14-c000265 ox14-c000389 ox14-c000081 ox14-c000368,0.1000000000,false
deterministic_structural,ow14-s0051,positive,1,valid,ox14-c000246 ox14-c000046 ox14-c000234 ox14-c000323 ox14-c000211,ox14-c000046 ox14-c000211 ox14-c000246 ox14-c000323 ox14-c000234,0.1000000000,false
deterministic_structural,ow14-s0052,positive,1,valid,ox14-c000025 ox14-c000181 ox14-c000231 ox14-c000108 ox14-c000121,ox14-c000108 ox14-c000121 ox14-c000231 ox14-c000025 ox14-c000181,-0.8000000000,false
deterministic_structural,ow14-s0053,positive,1,valid,ox14-c000012 ox14-c000037 ox14-c000042 ox14-c000197 ox14-c000058,ox14-c000042 ox14-c000058 ox14-c000197 ox14-c000012 ox14-c000037,-0.6000000000,false
deterministic_structural,ow14-s0054,positive,1,valid,ox14-c000245 ox14-c000086 ox14-c000374 ox14-c000354 ox14-c000270,ox14-c000245 ox14-c000270 ox14-c000354 ox14-c000086 ox14-c000374,0.1000000000,false
deterministic_structural,ow14-s0055,positive,1,valid,ox14-c000127 ox14-c000228 ox14-c000087 ox14-c000033 ox14-c000075,ox14-c000075 ox14-c000127 ox14-c000087 ox14-c000228 ox14-c000033,-0.1000000000,false
deterministic_structural,ow14-s0056,positive,1,valid,ox14-c000277 ox14-c000406 ox14-c000352 ox14-c000297 ox14-c000412,ox14-c000277 ox14-c000352 ox14-c000406 ox14-c000412 ox14-c000297,0.8000000000,false
deterministic_structural,ow14-s0057,positive,1,valid,ox14-c000113 ox14-c000060 ox14-c000357 ox14-c000092 ox14-c000183,ox14-c000060 ox14-c000113 ox14-c000092 ox14-c000357 ox14-c000183,0.8000000000,false
deterministic_structural,ow14-s0058,positive,1,valid,ox14-c000425 ox14-c000293 ox14-c000381 ox14-c000103 ox14-c000398,ox14-c000103 ox14-c000381 ox14-c000398 ox14-c000425 ox14-c000293,-0.6000000000,false
deterministic_structural,ow14-s0059,positive,1,valid,ox14-c000093 ox14-c000373 ox14-c000422 ox14-c000107 ox14-c000129,ox14-c000107 ox14-c000129 ox14-c000422 ox14-c000093 ox14-c000373,-0.8000000000,false
deterministic_structural,ow14-s0060,positive,1,valid,ox14-c000427 ox14-c000084 ox14-c000337 ox14-c000053 ox14-c000350,ox14-c000053 ox14-c000337 ox14-c000350 ox14-c000427 ox14-c000084,-0.6000000000,false
deterministic_structural,ow14-s0061,positive,1,valid,ox14-c000384 ox14-c000016 ox14-c000344 ox14-c000002 ox14-c000216,ox14-c000216 ox14-c000344 ox14-c000384 ox14-c000002 ox14-c000016,-0.5000000000,false
deterministic_structural,ow14-s0062,positive,1,valid,ox14-c000220 ox14-c000177 ox14-c000079 ox14-c000207 ox14-c000268,ox14-c000207 ox14-c000220 ox14-c000268 ox14-c000079 ox14-c000177,-0.2000000000,false
deterministic_structural,ow14-s0063,positive,1,valid,ox14-c000314 ox14-c000026 ox14-c000417 ox14-c000061 ox14-c000434,ox14-c000061 ox14-c000417 ox14-c000434 ox14-c000026 ox14-c000314,-0.7000000000,false
deterministic_structural,ow14-s0064,positive,1,valid,ox14-c000034 ox14-c000273 ox14-c000019 ox14-c000219 ox14-c000109,ox14-c000109 ox14-c000219 ox14-c000273 ox14-c000019 ox14-c000034,-0.9000000000,false
deterministic_structural,ow14-s0065,positive,1,valid,ox14-c000405 ox14-c000101 ox14-c000363 ox14-c000347 ox14-c000303,ox14-c000101 ox14-c000347 ox14-c000405 ox14-c000363 ox14-c000303,0.5000000000,false
deterministic_structural,ow14-s0066,positive,1,valid,ox14-c000100 ox14-c000226 ox14-c000039 ox14-c000064 ox14-c000111,ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000226 ox14-c000039,-0.1000000000,false
deterministic_structural,ow14-s0067,positive,1,valid,ox14-c000212 ox14-c000385 ox14-c000048 ox14-c000141 ox14-c000387,ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000385 ox14-c000387,0.2000000000,false
deterministic_structural,ow14-s0068,positive,1,valid,ox14-c000248 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000248 ox14-c000251 ox14-c000399 ox14-c000423 ox14-c000082,0.5000000000,false
deterministic_structural,ow14-s0069,positive,1,valid,ox14-c000296 ox14-c000410 ox14-c000077 ox14-c000179 ox14-c000085,ox14-c000077 ox14-c000410 ox14-c000085 ox14-c000179 ox14-c000296,-0.2000000000,false
deterministic_structural,ow14-s0070,positive,1,valid,ox14-c000343 ox14-c000395 ox14-c000223 ox14-c000118 ox14-c000353,ox14-c000118 ox14-c000343 ox14-c000353 ox14-c000395 ox14-c000223,-0.1000000000,false
deterministic_structural,ow14-s0071,positive,1,valid,ox14-c000311 ox14-c000116 ox14-c000307 ox14-c000315 ox14-c000188,ox14-c000116 ox14-c000188 ox14-c000307 ox14-c000311 ox14-c000315,0.0000000000,false
deterministic_structural,ow14-s0072,positive,1,valid,ox14-c000404 ox14-c000167 ox14-c000271 ox14-c000351 ox14-c000161,ox14-c000271 ox14-c000351 ox14-c000404 ox14-c000161 ox14-c000167,-0.1000000000,false
deterministic_structural,ow14-s0073,positive,1,valid,ox14-c000304 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000117,ox14-c000117 ox14-c000272 ox14-c000429 ox14-c000029 ox14-c000304,-0.6000000000,false
deterministic_structural,ow14-s0074,positive,1,valid,ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000136 ox14-c000377,ox14-c000136 ox14-c000185 ox14-c000335 ox14-c000346 ox14-c000377,0.4000000000,false
deterministic_structural,ow14-s0075,positive,1,valid,ox14-c000198 ox14-c000070 ox14-c000104 ox14-c000396 ox14-c000247,ox14-c000070 ox14-c000104 ox14-c000198 ox14-c000247 ox14-c000396,0.6000000000,false
deterministic_structural,ow14-s0076,positive,1,valid,ox14-c000023 ox14-c000163 ox14-c000056 ox14-c000099 ox14-c000102,ox14-c000056 ox14-c000099 ox14-c000102 ox14-c000023 ox14-c000163,-0.5000000000,false
deterministic_structural,ow14-s0077,positive,1,valid,ox14-c000030 ox14-c000189 ox14-c000054 ox14-c000236 ox14-c000348,ox14-c000054 ox14-c000189 ox14-c000348 ox14-c000236 ox14-c000030,-0.2000000000,false
deterministic_structural,ow14-s0078,positive,1,valid,ox14-c000341 ox14-c000083 ox14-c000209 ox14-c000342 ox14-c000426,ox14-c000209 ox14-c000341 ox14-c000342 ox14-c000426 ox14-c000083,0.2000000000,false
deterministic_structural,ow14-s0079,positive,1,valid,ox14-c000254 ox14-c000340 ox14-c000259 ox14-c000184 ox14-c000333,ox14-c000184 ox14-c000254 ox14-c000259 ox14-c000333 ox14-c000340,0.0000000000,false
deterministic_structural,ow14-s0080,positive,1,valid,ox14-c000383 ox14-c000278 ox14-c000355 ox14-c000031 ox14-c000229,ox14-c000278 ox14-c000355 ox14-c000383 ox14-c000229 ox14-c000031,0.6000000000,false
deterministic_structural,ow14-s0081,positive,1,valid,ox14-c000125 ox14-c000065 ox14-c000435 ox14-c000294 ox14-c000204,ox14-c000065 ox14-c000125 ox14-c000204 ox14-c000435 ox14-c000294,0.6000000000,false
deterministic_structural,ow14-s0082,positive,1,valid,ox14-c000044 ox14-c000066 ox14-c000131 ox14-c000164 ox14-c000409,ox14-c000044 ox14-c000066 ox14-c000131 ox14-c000409 ox14-c000164,0.9000000000,false
deterministic_structural,ow14-s0083,positive,1,valid,ox14-c000208 ox14-c000432 ox14-c000301 ox14-c000261 ox14-c000112,ox14-c000112 ox14-c000208 ox14-c000261 ox14-c000432 ox14-c000301,-0.3000000000,false
deterministic_structural,ow14-s0084,positive,1,valid,ox14-c000224 ox14-c000332 ox14-c000362 ox14-c000310 ox14-c000414,ox14-c000332 ox14-c000414 ox14-c000224 ox14-c000362 ox14-c000310,0.2000000000,false
deterministic_structural,ow14-s0085,positive,1,valid,ox14-c000402 ox14-c000036 ox14-c000210 ox14-c000391 ox14-c000264,ox14-c000210 ox14-c000264 ox14-c000391 ox14-c000402 ox14-c000036,-0.6000000000,false
deterministic_structural,ow14-s0086,positive,1,valid,ox14-c000067 ox14-c000320 ox14-c000421 ox14-c000225 ox14-c000252,ox14-c000067 ox14-c000252 ox14-c000320 ox14-c000421 ox14-c000225,0.4000000000,false
deterministic_structural,ow14-s0087,positive,1,valid,ox14-c000165 ox14-c000090 ox14-c000319 ox14-c000140 ox14-c000369,ox14-c000140 ox14-c000090 ox14-c000369 ox14-c000165 ox14-c000319,-0.3000000000,false
deterministic_structural,ow14-s0088,positive,1,valid,ox14-c000072 ox14-c000312 ox14-c000265 ox14-c000389 ox14-c000081,ox14-c000072 ox14-c000265 ox14-c000389 ox14-c000081 ox14-c000312,0.4000000000,false
deterministic_structural,ow14-s0089,positive,1,valid,ox14-c000323 ox14-c000046 ox14-c000367 ox14-c000211 ox14-c000246,ox14-c000046 ox14-c000211 ox14-c000246 ox14-c000323 ox14-c000367,-0.1000000000,false
deterministic_structural,ow14-s0090,positive,1,valid,ox14-c000121 ox14-c000181 ox14-c000025 ox14-c000266 ox14-c000108,ox14-c000108 ox14-c000121 ox14-c000266 ox14-c000025 ox14-c000181,-0.4000000000,false
deterministic_structural,ow14-s0091,positive,1,valid,ox14-c000040 ox14-c000058 ox14-c000012 ox14-c000197 ox14-c000037,ox14-c000058 ox14-c000197 ox14-c000012 ox14-c000037 ox14-c000040,-0.1000000000,false
deterministic_structural,ow14-s0092,positive,1,valid,ox14-c000374 ox14-c000159 ox14-c000270 ox14-c000245 ox14-c000354,ox14-c000245 ox14-c000270 ox14-c000354 ox14-c000374 ox14-c000159,-0.6000000000,false
deterministic_structural,ow14-s0093,positive,1,valid,ox14-c000033 ox14-c000075 ox14-c000336 ox14-c000087 ox14-c000127,ox14-c000075 ox14-c000127 ox14-c000336 ox14-c000087 ox14-c000033,-0.3000000000,false
deterministic_structural,ow14-s0094,positive,1,valid,ox14-c000277 ox14-c000352 ox14-c000370 ox14-c000297 ox14-c000406,ox14-c000277 ox14-c000352 ox14-c000406 ox14-c000370 ox14-c000297,0.7000000000,false
deterministic_structural,ow14-s0095,positive,1,valid,ox14-c000357 ox14-c000183 ox14-c000113 ox14-c000060 ox14-c000133,ox14-c000060 ox14-c000113 ox14-c000133 ox14-c000357 ox14-c000183,-0.6000000000,false
deterministic_structural,ow14-s0096,positive,1,valid,ox14-c000004 ox14-c000398 ox14-c000103 ox14-c000293 ox14-c000381,ox14-c000103 ox14-c000381 ox14-c000398 ox14-c000004 ox14-c000293,-0.2000000000,false
deterministic_structural,ow14-s0097,positive,1,valid,ox14-c000074 ox14-c000093 ox14-c000373 ox14-c000422 ox14-c000107,ox14-c000074 ox14-c000107 ox14-c000422 ox14-c000093 ox14-c000373,0.1000000000,false
deterministic_structural,ow14-s0098,positive,1,valid,ox14-c000427 ox14-c000053 ox14-c000275 ox14-c000350 ox14-c000337,ox14-c000053 ox14-c000275 ox14-c000337 ox14-c000350 ox14-c000427,-0.1000000000,false
deterministic_structural,ow14-s0099,positive,1,valid,ox14-c000344 ox14-c000384 ox14-c000428 ox14-c000016 ox14-c000216,ox14-c000216 ox14-c000344 ox14-c000384 ox14-c000428 ox14-c000016,0.0000000000,false
deterministic_structural,ow14-s0100,positive,1,valid,ox14-c000207 ox14-c000220 ox14-c000177 ox14-c000306 ox14-c000268,ox14-c000207 ox14-c000220 ox14-c000268 ox14-c000177 ox14-c000306,0.7000000000,false
deterministic_structural,ow14-s0101,positive,1,valid,ox14-c000314 ox14-c000434 ox14-c000026 ox14-c000061 ox14-c000007,ox14-c000007 ox14-c000061 ox14-c000434 ox14-c000026 ox14-c000314,-0.9000000000,false
deterministic_structural,ow14-s0102,positive,1,valid,ox14-c000273 ox14-c000109 ox14-c000219 ox14-c000034 ox14-c000359,ox14-c000109 ox14-c000219 ox14-c000273 ox14-c000359 ox14-c000034,0.6000000000,false
deterministic_structural,ow14-s0103,positive,1,valid,ox14-c000405 ox14-c000269 ox14-c000101 ox14-c000363 ox14-c000303,ox14-c000101 ox14-c000269 ox14-c000405 ox14-c000363 ox14-c000303,0.6000000000,false
deterministic_structural,ow14-s0104,positive,1,valid,ox14-c000111 ox14-c000064 ox14-c000403 ox14-c000100 ox14-c000226,ox14-c000064 ox14-c000100 ox14-c000111 ox14-c000403 ox14-c000226,0.5000000000,false
deterministic_structural,ow14-s0105,positive,1,valid,ox14-c000212 ox14-c000003 ox14-c000387 ox14-c000048 ox14-c000141,ox14-c000003 ox14-c000048 ox14-c000141 ox14-c000212 ox14-c000387,-0.1000000000,false
deterministic_structural,ow14-s0106,positive,1,valid,ox14-c000202 ox14-c000399 ox14-c000082 ox14-c000251 ox14-c000423,ox14-c000202 ox14-c000251 ox14-c000399 ox14-c000423 ox14-c000082,0.5000000000,false
deterministic_structural,ow14-s0107,positive,1,valid,ox14-c000410 ox14-c000085 ox14-c000430 ox14-c000077 ox14-c000296,ox14-c000077 ox14-c000410 ox14-c000430 ox14-c000085 ox14-c000296,0.3000000000,false
deterministic_structural,ow14-s0108,positive,1,valid,ox14-c000118 ox14-c000395 ox14-c000223 ox14-c000353 ox14-c000018,ox14-c000118 ox14-c000353 ox14-c000395 ox14-c000223 ox14-c000018,0.7000000000,false
deterministic_structural,ow14-s0109,positive,1,valid,ox14-c000307 ox14-c000020 ox14-c000315 ox14-c000311 ox14-c000188,ox14-c000188 ox14-c000020 ox14-c000307 ox14-c000311 ox14-c000315,-0.2000000000,false
deterministic_structural,ow14-s0110,positive,1,valid,ox14-c000351 ox14-c000167 ox14-c000161 ox14-c000404 ox14-c000232,ox14-c000351 ox14-c000404 ox14-c000232 ox14-c000161 ox14-c000167,0.1000000000,false
deterministic_structural,ow14-s0111,positive,1,valid,ox14-c000029 ox14-c000117 ox14-c000429 ox14-c000119 ox14-c000272,ox14-c000117 ox14-c000119 ox14-c000272 ox14-c000429 ox14-c000029,-0.3000000000,false
deterministic_structural,ow14-s0112,positive,1,valid,ox14-c000378 ox14-c000136 ox14-c000346 ox14-c000185 ox14-c000377,ox14-c000136 ox14-c000185 ox14-c000346 ox14-c000377 ox14-c000378,-0.1000000000,false
deterministic_structural,ow14-s0113,positive,1,valid,ox14-c000094 ox14-c000396 ox14-c000198 ox14-c000070 ox14-c000247,ox14-c000070 ox14-c000198 ox14-c000247 ox14-c000396 ox14-c000094,-0.7000000000,false
deterministic_structural,ow14-s0114,positive,1,valid,ox14-c000102 ox14-c000099 ox14-c000139 ox14-c000023 ox14-c000056,ox14-c000056 ox14-c000099 ox14-c000102 ox14-c000139 ox14-c000023,-0.1000000000,false
deterministic_structural,ow14-s0115,positive,1,valid,ox14-c000189 ox14-c000006 ox14-c000348 ox14-c000236 ox14-c000030,ox14-c000006 ox14-c000189 ox14-c000348 ox14-c000236 ox14-c000030,0.9000000000,false
deterministic_structural,ow14-s0116,positive,1,valid,ox14-c000083 ox14-c000426 ox14-c000120 ox14-c000341 ox14-c000209,ox14-c000120 ox14-c000209 ox14-c000341 ox14-c000426 ox14-c000083,-0.7000000000,false
deterministic_structural,ow14-s0117,positive,1,valid,ox14-c000333 ox14-c000184 ox14-c000259 ox14-c000221 ox14-c000254,ox14-c000184 ox14-c000254 ox14-c000259 ox14-c000333 ox14-c000221,0.0000000000,false
deterministic_structural,ow14-s0118,positive,1,valid,ox14-c000031 ox14-c000355 ox14-c000010 ox14-c000229 ox14-c000278,ox14-c000278 ox14-c000355 ox14-c000229 ox14-c000010 ox14-c000031,-0.7000000000,false
deterministic_structural,ow14-s0119,positive,1,valid,ox14-c000294 ox14-c000204 ox14-c000125 ox14-c000169 ox14-c000065,ox14-c000065 ox14-c000125 ox14-c000204 ox14-c000169 ox14-c000294,-0.7000000000,false
deterministic_structural,ow14-s0120,positive,1,valid,ox14-c000409 ox14-c000164 ox14-c000050 ox14-c000044 ox14-c000066,ox14-c000044 ox14-c000050 ox14-c000066 ox14-c000409 ox14-c000164,-0.6000000000,false
deterministic_structural,ow14-s0121,positive,1,valid,ox14-c000208 ox14-c000112 ox14-c000261 ox14-c000214 ox14-c000432,ox14-c000112 ox14-c000208 ox14-c000214 ox14-c000261 ox14-c000432,0.8000000000,false
deterministic_structural,ow14-s0122,positive,1,valid,ox14-c000224 ox14-c000414 ox14-c000362 ox14-c000256 ox14-c000310,ox14-c000256 ox14-c000414 ox14-c000224 ox14-c000362 ox14-c000310,0.3000000000,false
