deterministic_rr,deterministic_top1,deterministic_top2,deterministic_top4,gpt_invalid_or_failed_trials,gpt_mean_rr,gpt_top1_proportion,gpt_top2_proportion,gpt_top4_proportion,gpt_valid_trials,qwen_invalid_or_failed_trials,qwen_mean_rr,qwen_top1_proportion,qwen_top2_proportion,qwen_top4_proportion,qwen_valid_trials,scenario_id
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0066
0.25,0,0,1,0,0.7,0.4,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0067
1.0,1,1,1,0,0.4666666666666667,0.2,0.2,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0068
0.25,0,0,1,0,0.2,0.0,0.0,0.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0069
0.5,0,1,1,0,0.45,0.0,0.8,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0070
1.0,1,1,1,0,1.0,1.0,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0071
1.0,1,1,1,0,0.7,0.4,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0072
0.2,0,0,0,0,0.25,0.0,0.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0073
0.3333333333333333,0,0,1,0,0.3333333333333333,0.0,0.2,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0074
0.5,0,1,1,0,0.5,0.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0075
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0076
1.0,1,1,1,0,0.4166666666666667,0.0,0.6,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0077
0.3333333333333333,0,0,1,0,0.21000000000000002,0.0,0.0,0.2,5,0,0.25,0.0,0.0,1.0,5,ow14-s0078
0.2,0,0,0,0,0.58,0.4,0.6,0.6,5,0,0.2,0.0,0.0,0.0,5,ow14-s0079
0.3333333333333333,0,0,1,0,0.36666666666666664,0.0,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0080
0.25,0,0,1,0,0.8,0.6,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0081
0.3333333333333333,0,0,1,0,0.7333333333333333,0.6,0.6,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0082
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0083
1.0,1,1,1,0,0.31666666666666665,0.0,0.2,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0084
0.5,0,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0085
0.25,0,0,1,0,0.9,0.8,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0086
0.2,0,0,0,0,0.21000000000000002,0.0,0.0,0.2,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0087
0.2,0,0,0,0,0.21000000000000002,0.0,0.0,0.2,5,0,1.0,1.0,1.0,1.0,5,ow14-s0088
0.2,0,0,0,0,0.84,0.8,0.8,0.8,5,0,1.0,1.0,1.0,1.0,5,ow14-s0089
0.3333333333333333,0,0,1,0,0.8666666666666667,0.8,0.8,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0090
0.2,0,0,0,0,0.3333333333333333,0.0,0.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0091
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0092
0.3333333333333333,0,0,1,0,0.39999999999999997,0.0,0.4,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0093
0.25,0,0,1,0,0.7,0.6,0.6,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0094
0.3333333333333333,0,0,1,0,0.35,0.0,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0095
0.25,0,0,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0096
1.0,1,1,1,0,0.39666666666666667,0.2,0.2,0.6,5,0,1.0,1.0,1.0,1.0,5,ow14-s0097
0.5,0,1,1,0,0.5,0.0,1.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0098
0.25,0,0,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0099
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0100
1.0,1,1,1,0,0.4666666666666667,0.0,0.8,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0101
0.25,0,0,1,0,0.4,0.2,0.2,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0102
0.5,0,1,1,0,1.0,1.0,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0103
0.25,0,0,1,0,0.3333333333333333,0.0,0.2,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0104
1.0,1,1,1,0,0.21000000000000002,0.0,0.0,0.2,5,0,0.25,0.0,0.0,1.0,5,ow14-s0105
1.0,1,1,1,0,0.4666666666666667,0.2,0.2,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0106
0.3333333333333333,0,0,1,0,0.5666666666666667,0.2,0.8,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0107
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0108
0.5,0,1,1,0,0.36666666666666664,0.0,0.2,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0109
0.3333333333333333,0,0,1,0,0.6,0.4,0.4,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0110
0.5,0,1,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0111
0.2,0,0,0,0,0.43333333333333335,0.0,0.6,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0112
0.2,0,0,0,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0113
0.25,0,0,1,0,0.4,0.2,0.2,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0114
1.0,1,1,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0115
1.0,1,1,1,0,0.31333333333333335,0.0,0.2,0.6,5,0,0.5,0.0,1.0,1.0,5,ow14-s0116
0.2,0,0,0,0,0.68,0.6,0.6,0.6,5,0,1.0,1.0,1.0,1.0,5,ow14-s0117
0.25,0,0,1,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0118
0.25,0,0,1,0,0.2,0.0,0.0,0.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0119
0.5,0,1,1,0,0.5,0.0,1.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0120
0.3333333333333333,0,0,1,0,0.2,0.0,0.0,0.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0121
1.0,1,1,1,0,0.35,0.0,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0122
1.0,1,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0123
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0124
0.5,0,1,1,0,0.6333333333333333,0.4,0.6,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0125
0.2,0,0,0,0,0.5,0.0,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0126
0.5,0,1,1,0,0.2833333333333333,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0127
0.3333333333333333,0,0,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0128
0.5,0,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0129
0.3333333333333333,0,0,1,0,0.26666666666666666,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0130
1.0,1,1,1,0,0.43333333333333335,0.0,0.6,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0131
0.3333333333333333,0,0,1,0,1.0,1.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0132
0.3333333333333333,0,0,1,0,0.55,0.2,0.8,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0133
0.25,0,0,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0134
0.5,0,1,1,0,0.2833333333333333,0.0,0.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0135
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0136
1.0,1,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0137
0.25,0,0,1,0,0.9,0.8,1.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0138
0.25,0,0,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0139
0.5,0,1,1,0,0.4666666666666667,0.0,0.8,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0140
0.25,0,0,1,0,0.24,0.0,0.0,0.8,5,0,0.2,0.0,0.0,0.0,5,ow14-s0141
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0142
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0143
1.0,1,1,1,0,0.24,0.0,0.0,0.8,5,0,1.0,1.0,1.0,1.0,5,ow14-s0144
0.5,0,1,1,0,0.9,0.8,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0145
1.0,1,1,1,0,0.39999999999999997,0.0,0.4,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0146
0.5,0,1,1,0,1.0,1.0,1.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0147
1.0,1,1,1,0,1.0,1.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0148
0.25,0,0,1,0,0.24,0.0,0.0,0.8,5,0,0.25,0.0,0.0,1.0,5,ow14-s0149
0.3333333333333333,0,0,1,0,0.27,0.0,0.2,0.4,5,0,0.25,0.0,0.0,1.0,5,ow14-s0150
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0151
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0152
0.3333333333333333,0,0,1,0,0.8666666666666667,0.8,0.8,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0153
1.0,1,1,1,0,0.24,0.0,0.0,0.8,5,0,0.5,0.0,1.0,1.0,5,ow14-s0154
1.0,1,1,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0155
1.0,1,1,1,0,0.48333333333333334,0.2,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0156
0.25,0,0,1,0,0.55,0.4,0.4,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0157
1.0,1,1,1,0,1.0,1.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0158
0.25,0,0,1,0,0.5666666666666667,0.4,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0159
1.0,1,1,1,0,0.45,0.0,0.8,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0160
1.0,1,1,1,0,1.0,1.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0161
0.25,0,0,1,0,0.5,0.2,0.4,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0162
0.5,0,1,1,0,0.6,0.4,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0163
0.3333333333333333,0,0,1,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0164
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0165
1.0,1,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0166
0.3333333333333333,0,0,1,0,0.5,0.0,1.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0167
1.0,1,1,1,0,0.23666666666666666,0.0,0.0,0.4,5,0,1.0,1.0,1.0,1.0,5,ow14-s0168
0.5,0,1,1,0,0.4166666666666667,0.0,0.6,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0169
0.25,0,0,1,0,1.0,1.0,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0170
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0171
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0172
0.5,0,1,1,0,0.4,0.2,0.2,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0173
0.5,0,1,1,0,0.4666666666666667,0.0,0.8,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0174
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0175
0.2,0,0,0,0,0.25,0.0,0.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0176
0.5,0,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0177
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0178
0.25,0,0,1,0,0.2,0.0,0.0,0.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0179
0.25,0,0,1,0,0.39999999999999997,0.0,0.4,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0180
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0181
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0182
0.5,0,1,1,0,0.3833333333333333,0.0,0.4,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0183
1.0,1,1,1,0,0.44,0.2,0.2,0.8,5,0,0.2,0.0,0.0,0.0,5,ow14-s0184
0.5,0,1,1,0,0.36666666666666664,0.0,0.2,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0185
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0186
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0187
1.0,1,1,1,0,0.36666666666666664,0.0,0.2,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0188
0.5,0,1,1,0,0.43333333333333335,0.0,0.6,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0189
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0190
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0191
0.2,0,0,0,0,0.38,0.0,0.6,0.6,5,0,0.25,0.0,0.0,1.0,5,ow14-s0192
0.2,0,0,0,0,0.84,0.8,0.8,0.8,5,0,1.0,1.0,1.0,1.0,5,ow14-s0193
1.0,1,1,1,0,0.4166666666666667,0.0,0.6,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0194
0.25,0,0,1,0,0.8,0.6,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0195
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0196
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0197
1.0,1,1,1,0,0.26666666666666666,0.0,0.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0198
0.5,0,1,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0199
1.0,1,1,1,0,0.7333333333333333,0.6,0.6,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0200
0.3333333333333333,0,0,1,0,0.5,0.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0201
0.5,0,1,1,0,0.31666666666666665,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0202
0.5,0,1,1,0,0.75,0.6,0.8,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0203
0.3333333333333333,0,0,1,0,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0204
0.3333333333333333,0,0,1,0,0.8666666666666667,0.8,0.8,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0205
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0206
1.0,1,1,1,0,0.2966666666666667,0.0,0.2,0.6,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0207
0.25,0,0,1,0,0.54,0.4,0.4,0.8,5,0,1.0,1.0,1.0,1.0,5,ow14-s0208
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0209
0.5,0,1,1,0,1.0,1.0,1.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0210
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0211
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0212
0.5,0,1,1,0,0.5,0.0,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0213
0.2,0,0,0,0,0.2,0.0,0.0,0.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0214
0.5,0,1,1,0,0.9,0.8,1.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0215
0.25,0,0,1,0,0.25,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0216
1.0,1,1,1,0,0.39999999999999997,0.0,0.4,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0217
0.25,0,0,1,0,0.3333333333333333,0.0,0.0,1.0,5,0,0.2,0.0,0.0,0.0,5,ow14-s0218
0.25,0,0,1,0,0.26666666666666666,0.0,0.0,1.0,5,0,0.25,0.0,0.0,1.0,5,ow14-s0219
0.25,0,0,1,0,1.0,1.0,1.0,1.0,5,0,0.3333333333333333,0.0,0.0,1.0,5,ow14-s0220
0.2,0,0,0,0,0.25,0.0,0.0,1.0,5,0,1.0,1.0,1.0,1.0,5,ow14-s0221
0.25,0,0,1,0,0.6,0.2,1.0,1.0,5,0,0.5,0.0,1.0,1.0,5,ow14-s0222
