sequence,arm_id,scenario_id,trial_number,snapshot_path,candidate_test_budget,top_k,scored
171,proprietary_gpt,os15-s0010,2,model-facing/candidate-snapshots/os15-s0010.json,4,4,true
172,proprietary_gpt,os15-s0010,3,model-facing/candidate-snapshots/os15-s0010.json,4,4,true
173,proprietary_gpt,os15-s0010,4,model-facing/candidate-snapshots/os15-s0010.json,4,4,true
174,proprietary_gpt,os15-s0010,5,model-facing/candidate-snapshots/os15-s0010.json,4,4,true
175,proprietary_gpt,os15-s0011,1,model-facing/candidate-snapshots/os15-s0011.json,4,4,true
176,proprietary_gpt,os15-s0011,2,model-facing/candidate-snapshots/os15-s0011.json,4,4,true
177,proprietary_gpt,os15-s0011,3,model-facing/candidate-snapshots/os15-s0011.json,4,4,true
178,proprietary_gpt,os15-s0011,4,model-facing/candidate-snapshots/os15-s0011.json,4,4,true
179,proprietary_gpt,os15-s0011,5,model-facing/candidate-snapshots/os15-s0011.json,4,4,true
180,proprietary_gpt,os15-s0012,1,model-facing/candidate-snapshots/os15-s0012.json,4,4,true
181,proprietary_gpt,os15-s0012,2,model-facing/candidate-snapshots/os15-s0012.json,4,4,true
182,proprietary_gpt,os15-s0012,3,model-facing/candidate-snapshots/os15-s0012.json,4,4,true
183,proprietary_gpt,os15-s0012,4,model-facing/candidate-snapshots/os15-s0012.json,4,4,true
184,proprietary_gpt,os15-s0012,5,model-facing/candidate-snapshots/os15-s0012.json,4,4,true
185,proprietary_gpt,os15-s0013,1,model-facing/candidate-snapshots/os15-s0013.json,4,4,true
186,proprietary_gpt,os15-s0013,2,model-facing/candidate-snapshots/os15-s0013.json,4,4,true
187,proprietary_gpt,os15-s0013,3,model-facing/candidate-snapshots/os15-s0013.json,4,4,true
188,proprietary_gpt,os15-s0013,4,model-facing/candidate-snapshots/os15-s0013.json,4,4,true
189,proprietary_gpt,os15-s0013,5,model-facing/candidate-snapshots/os15-s0013.json,4,4,true
190,proprietary_gpt,os15-s0014,1,model-facing/candidate-snapshots/os15-s0014.json,4,4,true
191,proprietary_gpt,os15-s0014,2,model-facing/candidate-snapshots/os15-s0014.json,4,4,true
192,proprietary_gpt,os15-s0014,3,model-facing/candidate-snapshots/os15-s0014.json,4,4,true
193,proprietary_gpt,os15-s0014,4,model-facing/candidate-snapshots/os15-s0014.json,4,4,true
194,proprietary_gpt,os15-s0014,5,model-facing/candidate-snapshots/os15-s0014.json,4,4,true
195,proprietary_gpt,os15-s0015,1,model-facing/candidate-snapshots/os15-s0015.json,4,4,true
196,proprietary_gpt,os15-s0015,2,model-facing/candidate-snapshots/os15-s0015.json,4,4,true
197,proprietary_gpt,os15-s0015,3,model-facing/candidate-snapshots/os15-s0015.json,4,4,true
198,proprietary_gpt,os15-s0015,4,model-facing/candidate-snapshots/os15-s0015.json,4,4,true
199,proprietary_gpt,os15-s0015,5,model-facing/candidate-snapshots/os15-s0015.json,4,4,true
200,proprietary_gpt,os15-s0016,1,model-facing/candidate-snapshots/os15-s0016.json,4,4,true
201,proprietary_gpt,os15-s0016,2,model-facing/candidate-snapshots/os15-s0016.json,4,4,true
202,proprietary_gpt,os15-s0016,3,model-facing/candidate-snapshots/os15-s0016.json,4,4,true
203,proprietary_gpt,os15-s0016,4,model-facing/candidate-snapshots/os15-s0016.json,4,4,true
204,proprietary_gpt,os15-s0016,5,model-facing/candidate-snapshots/os15-s0016.json,4,4,true
205,proprietary_gpt,os15-s0017,1,model-facing/candidate-snapshots/os15-s0017.json,4,4,true
206,proprietary_gpt,os15-s0017,2,model-facing/candidate-snapshots/os15-s0017.json,4,4,true
207,proprietary_gpt,os15-s0017,3,model-facing/candidate-snapshots/os15-s0017.json,4,4,true
208,proprietary_gpt,os15-s0017,4,model-facing/candidate-snapshots/os15-s0017.json,4,4,true
209,proprietary_gpt,os15-s0017,5,model-facing/candidate-snapshots/os15-s0017.json,4,4,true
210,proprietary_gpt,os15-s0018,1,model-facing/candidate-snapshots/os15-s0018.json,4,4,true
211,proprietary_gpt,os15-s0018,2,model-facing/candidate-snapshots/os15-s0018.json,4,4,true
212,proprietary_gpt,os15-s0018,3,model-facing/candidate-snapshots/os15-s0018.json,4,4,true
213,proprietary_gpt,os15-s0018,4,model-facing/candidate-snapshots/os15-s0018.json,4,4,true
214,proprietary_gpt,os15-s0018,5,model-facing/candidate-snapshots/os15-s0018.json,4,4,true
215,proprietary_gpt,os15-s0019,1,model-facing/candidate-snapshots/os15-s0019.json,4,4,true
216,proprietary_gpt,os15-s0019,2,model-facing/candidate-snapshots/os15-s0019.json,4,4,true
217,proprietary_gpt,os15-s0019,3,model-facing/candidate-snapshots/os15-s0019.json,4,4,true
218,proprietary_gpt,os15-s0019,4,model-facing/candidate-snapshots/os15-s0019.json,4,4,true
219,proprietary_gpt,os15-s0019,5,model-facing/candidate-snapshots/os15-s0019.json,4,4,true
220,proprietary_gpt,os15-s0020,1,model-facing/candidate-snapshots/os15-s0020.json,4,4,true
221,proprietary_gpt,os15-s0020,2,model-facing/candidate-snapshots/os15-s0020.json,4,4,true
222,proprietary_gpt,os15-s0020,3,model-facing/candidate-snapshots/os15-s0020.json,4,4,true
223,proprietary_gpt,os15-s0020,4,model-facing/candidate-snapshots/os15-s0020.json,4,4,true
224,proprietary_gpt,os15-s0020,5,model-facing/candidate-snapshots/os15-s0020.json,4,4,true
225,proprietary_gpt,os15-s0021,1,model-facing/candidate-snapshots/os15-s0021.json,4,4,true
226,proprietary_gpt,os15-s0021,2,model-facing/candidate-snapshots/os15-s0021.json,4,4,true
227,proprietary_gpt,os15-s0021,3,model-facing/candidate-snapshots/os15-s0021.json,4,4,true
228,proprietary_gpt,os15-s0021,4,model-facing/candidate-snapshots/os15-s0021.json,4,4,true
229,proprietary_gpt,os15-s0021,5,model-facing/candidate-snapshots/os15-s0021.json,4,4,true
230,proprietary_gpt,os15-s0022,1,model-facing/candidate-snapshots/os15-s0022.json,4,4,true
231,proprietary_gpt,os15-s0022,2,model-facing/candidate-snapshots/os15-s0022.json,4,4,true
232,proprietary_gpt,os15-s0022,3,model-facing/candidate-snapshots/os15-s0022.json,4,4,true
233,proprietary_gpt,os15-s0022,4,model-facing/candidate-snapshots/os15-s0022.json,4,4,true
234,proprietary_gpt,os15-s0022,5,model-facing/candidate-snapshots/os15-s0022.json,4,4,true
235,proprietary_gpt,os15-s0023,1,model-facing/candidate-snapshots/os15-s0023.json,4,4,true
236,proprietary_gpt,os15-s0023,2,model-facing/candidate-snapshots/os15-s0023.json,4,4,true
237,proprietary_gpt,os15-s0023,3,model-facing/candidate-snapshots/os15-s0023.json,4,4,true
238,proprietary_gpt,os15-s0023,4,model-facing/candidate-snapshots/os15-s0023.json,4,4,true
239,proprietary_gpt,os15-s0023,5,model-facing/candidate-snapshots/os15-s0023.json,4,4,true
240,proprietary_gpt,os15-s0024,1,model-facing/candidate-snapshots/os15-s0024.json,4,4,true
241,proprietary_gpt,os15-s0024,2,model-facing/candidate-snapshots/os15-s0024.json,4,4,true
242,proprietary_gpt,os15-s0024,3,model-facing/candidate-snapshots/os15-s0024.json,4,4,true
243,proprietary_gpt,os15-s0024,4,model-facing/candidate-snapshots/os15-s0024.json,4,4,true
244,proprietary_gpt,os15-s0024,5,model-facing/candidate-snapshots/os15-s0024.json,4,4,true
245,proprietary_gpt,os15-s0025,1,model-facing/candidate-snapshots/os15-s0025.json,4,4,true
246,proprietary_gpt,os15-s0025,2,model-facing/candidate-snapshots/os15-s0025.json,4,4,true
247,proprietary_gpt,os15-s0025,3,model-facing/candidate-snapshots/os15-s0025.json,4,4,true
248,proprietary_gpt,os15-s0025,4,model-facing/candidate-snapshots/os15-s0025.json,4,4,true
249,proprietary_gpt,os15-s0025,5,model-facing/candidate-snapshots/os15-s0025.json,4,4,true
250,proprietary_gpt,os15-s0026,1,model-facing/candidate-snapshots/os15-s0026.json,4,4,true
251,proprietary_gpt,os15-s0026,2,model-facing/candidate-snapshots/os15-s0026.json,4,4,true
252,proprietary_gpt,os15-s0026,3,model-facing/candidate-snapshots/os15-s0026.json,4,4,true
253,proprietary_gpt,os15-s0026,4,model-facing/candidate-snapshots/os15-s0026.json,4,4,true
254,proprietary_gpt,os15-s0026,5,model-facing/candidate-snapshots/os15-s0026.json,4,4,true
255,proprietary_gpt,os15-s0027,1,model-facing/candidate-snapshots/os15-s0027.json,4,4,true
256,proprietary_gpt,os15-s0027,2,model-facing/candidate-snapshots/os15-s0027.json,4,4,true
257,proprietary_gpt,os15-s0027,3,model-facing/candidate-snapshots/os15-s0027.json,4,4,true
258,proprietary_gpt,os15-s0027,4,model-facing/candidate-snapshots/os15-s0027.json,4,4,true
259,proprietary_gpt,os15-s0027,5,model-facing/candidate-snapshots/os15-s0027.json,4,4,true
260,proprietary_gpt,os15-s0028,1,model-facing/candidate-snapshots/os15-s0028.json,4,4,true
261,proprietary_gpt,os15-s0028,2,model-facing/candidate-snapshots/os15-s0028.json,4,4,true
262,proprietary_gpt,os15-s0028,3,model-facing/candidate-snapshots/os15-s0028.json,4,4,true
263,proprietary_gpt,os15-s0028,4,model-facing/candidate-snapshots/os15-s0028.json,4,4,true
264,proprietary_gpt,os15-s0028,5,model-facing/candidate-snapshots/os15-s0028.json,4,4,true
265,proprietary_gpt,os15-s0029,1,model-facing/candidate-snapshots/os15-s0029.json,4,4,true
266,proprietary_gpt,os15-s0029,2,model-facing/candidate-snapshots/os15-s0029.json,4,4,true
267,proprietary_gpt,os15-s0029,3,model-facing/candidate-snapshots/os15-s0029.json,4,4,true
268,proprietary_gpt,os15-s0029,4,model-facing/candidate-snapshots/os15-s0029.json,4,4,true
269,proprietary_gpt,os15-s0029,5,model-facing/candidate-snapshots/os15-s0029.json,4,4,true
270,proprietary_gpt,os15-s0030,1,model-facing/candidate-snapshots/os15-s0030.json,4,4,true
271,proprietary_gpt,os15-s0030,2,model-facing/candidate-snapshots/os15-s0030.json,4,4,true
272,proprietary_gpt,os15-s0030,3,model-facing/candidate-snapshots/os15-s0030.json,4,4,true
273,proprietary_gpt,os15-s0030,4,model-facing/candidate-snapshots/os15-s0030.json,4,4,true
274,proprietary_gpt,os15-s0030,5,model-facing/candidate-snapshots/os15-s0030.json,4,4,true
275,proprietary_gpt,os15-s0031,1,model-facing/candidate-snapshots/os15-s0031.json,4,4,true
276,proprietary_gpt,os15-s0031,2,model-facing/candidate-snapshots/os15-s0031.json,4,4,true
277,proprietary_gpt,os15-s0031,3,model-facing/candidate-snapshots/os15-s0031.json,4,4,true
278,proprietary_gpt,os15-s0031,4,model-facing/candidate-snapshots/os15-s0031.json,4,4,true
279,proprietary_gpt,os15-s0031,5,model-facing/candidate-snapshots/os15-s0031.json,4,4,true
280,proprietary_gpt,os15-s0032,1,model-facing/candidate-snapshots/os15-s0032.json,4,4,true
281,proprietary_gpt,os15-s0032,2,model-facing/candidate-snapshots/os15-s0032.json,4,4,true
282,proprietary_gpt,os15-s0032,3,model-facing/candidate-snapshots/os15-s0032.json,4,4,true
283,proprietary_gpt,os15-s0032,4,model-facing/candidate-snapshots/os15-s0032.json,4,4,true
284,proprietary_gpt,os15-s0032,5,model-facing/candidate-snapshots/os15-s0032.json,4,4,true
285,proprietary_gpt,os15-s0033,1,model-facing/candidate-snapshots/os15-s0033.json,4,4,true
286,proprietary_gpt,os15-s0033,2,model-facing/candidate-snapshots/os15-s0033.json,4,4,true
