scenario_id,scenario_type,position,candidate_id,is_focal_vulnerable,candidate_order_key
os15-s0009,positive,2,os15-c000216,False,95dfdd13d8d2aa2047575d6a27ee3fe02caa9abcdc0c8bbb4a9940db36c05f59
os15-s0009,positive,3,os15-c000323,False,9d726d02fc89c393c0e92953771ce39f92faabae899bb66cdb9768ccd7b72ed3
os15-s0009,positive,4,os15-c000337,False,b09aa113f975c3e2f7d270e5fcdd726ca315818f80e1dc35846fc93aabbd6884
os15-s0009,positive,5,os15-c000151,False,ed23ce67c8f767b76ba67f73d8607ef335a11268c178ee085cde01939671e443
os15-s0010,positive,1,os15-c000308,False,200c50c670d20ee9a04fab87d67fe525e9404bcbbfa99dbc8f471a4aa7a47570
os15-s0010,positive,2,os15-c000154,False,3aa2d3994583a4f7cc2747c5fb830b14e164be4d90fa265e8b18ef29aba69f0d
os15-s0010,positive,3,os15-c000388,False,5ef8ab7308ee68fe4ba08e50054742ecbf11d7f59ecdfa40664b1dc68a6ed653
os15-s0010,positive,4,os15-c000482,True,e9c64a99d84dfd1eff3fe88b67ef153dc3ade7150e214b8f86885915f6d6b31a
os15-s0010,positive,5,os15-c000131,False,f2e5ecfa45002478070fa9533824e8129681151456d9557d9737b10b96eed60f
os15-s0011,positive,1,os15-c000501,False,16f468874e3f653ea00b45fea8df75de9eb957a6772a3601f975c5f652ed67c6
os15-s0011,positive,2,os15-c000469,False,197aca662c7e8a5cf603ab98702212f9fe6634f4b045cd35528ad1346f24f7b6
os15-s0011,positive,3,os15-c000073,False,4298fc67d252aafd6fd31fb582a99555344a449685328829c11f938784516e8c
os15-s0011,positive,4,os15-c000116,False,93b70fe0652091ffddce3c1f7a670d95f3565ddb0d302abb10096baa4a92301d
os15-s0011,positive,5,os15-c000365,True,c514dc588059361070e5f9458cb6f03112ad0f020b215cf5e949f95b577200da
os15-s0012,positive,1,os15-c000273,True,29f60d8b707bf73504a0a1d0b7ba9e8119043bc2c01fa0df6c4ca6e458ee70ab
os15-s0012,positive,2,os15-c000103,False,cc7f40332cb78718359df771601598be843ef34ca2505180db01bceaf2753944
os15-s0012,positive,3,os15-c000427,False,d647a05573f36d9e3f7e9c5ea821f64b154e62f5068ab86ae790bc48b208985e
os15-s0012,positive,4,os15-c000492,False,f1ae99c14ae6574ad8790fac8211eed823f918f052eb2c06a27aeea20b0c4fc5
os15-s0012,positive,5,os15-c000243,False,f42338f683c6571773c758ef028a9c63a41878a50fd37814dba667065ab44171
os15-s0013,positive,1,os15-c000305,False,038012cbd8467da7f987e970c4a417b2c268047d24542e2e0c0749eee920391d
os15-s0013,positive,2,os15-c000261,False,2e6ce39a744a7c40aea2cc012fe1e1dac1c4cfd64cf06cd5d0758c9a668d4afb
os15-s0013,positive,3,os15-c000067,False,3558bfb2c68796f2ccfa9b959312e6b75f5d78b4ed67e7df1268b5a1f2a310a6
os15-s0013,positive,4,os15-c000082,True,d4ae5021fd8d5f685fde92752f64a4b63cddb37701f036611c49f374c5b90b65
os15-s0013,positive,5,os15-c000331,False,e5afd59251a3444022b21cc4c1019c985eb95c2da285a965bde26c27bf51aa03
os15-s0014,positive,1,os15-c000072,True,445c43d5a122488b6ba1a3bede4764e53d51163075029a368dfa72b272e4791b
os15-s0014,positive,2,os15-c000396,False,735acba2a92ec824ff751dc8ad5e47151f5ac5394a542e81dda6036ba0033d75
os15-s0014,positive,3,os15-c000384,False,7bbb9a6a60661479951ab2dca804af3294cf593d656bd8e1f65e2c085521b053
os15-s0014,positive,4,os15-c000464,False,8a45b9e048a9c7874c465f1011888f092a9312ba28b19499bb293dbbee039684
os15-s0014,positive,5,os15-c000408,False,c92920c4981a3cdfb53c7881187d74c092746435d07def119bb608acd1a5c4ad
os15-s0015,positive,1,os15-c000485,False,6295588a5c3475ae038db28e5dc020aa6d3f81d70ca2f8e086dc19f75b7e029c
os15-s0015,positive,2,os15-c000195,False,78b5993630da601cd4ea977c0d7ed49494e3b45fc6728606687a648caf3b5e53
os15-s0015,positive,3,os15-c000105,True,bb0a5f352199d638591533c8fe36392924771d28b4b3e869fff8acdbaab64ee6
os15-s0015,positive,4,os15-c000110,False,c14b78aa61f29e9d846f2eea00c9a4392a932689d966611d0961a0882f2eebed
os15-s0015,positive,5,os15-c000163,False,fa249b6b35da976632598c73fc92dc3993cb2958a09ecd77ceff93afcc014653
os15-s0016,positive,1,os15-c000392,False,086242c4939301b6cd4e64a09cc8c8f65633e8a8203bd796afc277b4312141a0
os15-s0016,positive,2,os15-c000325,False,0b93893a9826f9d4010b9f7c12a2d45667dc6f150c18324035cdff38b9b2f6af
os15-s0016,positive,3,os15-c000414,False,2573cb47251bf2cba84bf6e837ddd2ab48f89453bca84a235d0acf29955acbc2
os15-s0016,positive,4,os15-c000174,True,27060f5cafe7a27f3e387c221a133f39d78357c573263dd4222fc69284be83b5
os15-s0016,positive,5,os15-c000351,False,799fed10573705eb8c463d6769a4b5be7cfb9321d3f0c87319a2735a622a1ace
os15-s0017,positive,1,os15-c000210,False,569099bc1837462af650de8a70b7982b74a762b72e342e3cc5ced293103e39c5
os15-s0017,positive,2,os15-c000450,False,963d3b1acd2d54f8889720cc543d7ee85d95378daa3a3ced1f138878f42c44da
os15-s0017,positive,3,os15-c000284,False,b1cfb3b1e5eee6695b93514cb39390858eb2fcccc85116269431fcc596741867
os15-s0017,positive,4,os15-c000468,True,c135c7b320b015872129d16c688ac8e315f6f0c51a728b44ff02b6af2eac793e
os15-s0017,positive,5,os15-c000135,False,d99f855541a2ee0c33420ab62fa341fd9deaa78256bfc4d57e4623770cd7ee66
os15-s0018,positive,1,os15-c000311,False,23eed2f53472855cf5e1fcaf9c96939676efc73393aaae0ddb6ed83902daaa84
os15-s0018,positive,2,os15-c000426,False,290859881f99933687e55aebff7117cc937cc2885d3d749cb1ce9759cd15cf2b
os15-s0018,positive,3,os15-c000122,False,488e4de643709dad61046228438537b6b48421f506a5855cf9a65b78a092a4e8
os15-s0018,positive,4,os15-c000220,False,cd3db32619f0ab2b1ba2357821423fe5356e0df3c9250d30d09ee620112e5a06
os15-s0018,positive,5,os15-c000292,True,f07c8483d7d5404c0ceb33b2ba6cf4fbe95c50f5909693a29306fe225e70cdc9
os15-s0019,positive,1,os15-c000312,False,01fc55621acd573564d730eccc6937dacd7bfea90f57504d00f1c6a71558480a
os15-s0019,positive,2,os15-c000063,False,221290735ccf8df7aa7fc379c0342e874488508da88c1906442887cce935deb9
os15-s0019,positive,3,os15-c000253,True,3a31f364c7224d4354ae86529f3071185219de65410d118b27c9e584dc51396f
os15-s0019,positive,4,os15-c000321,False,71b58c8ea100663cfd931f369c88bbb36ee2bd70a35c03fe90137f8c3b61a61a
os15-s0019,positive,5,os15-c000470,False,e703d127a2459a6e2cde101bc7af4e394da569055ddf7b5a3e1ea7c0649a2c58
os15-s0020,positive,1,os15-c000150,False,06e74d836e4d265146b7a68405e2ddb8fa06068af2d135c526d99c91607401d5
os15-s0020,positive,2,os15-c000364,False,0a437bb509c82ea3ab3971d12e1642071f1571c1ca1cf87d29130f43bcdae918
os15-s0020,positive,3,os15-c000491,False,5bb90ece6d56f6be482ad4cf463588a50489d95b3217c3c65e169b62d6be49ce
os15-s0020,positive,4,os15-c000291,True,9194c619609d022c38ad9d14cb966456bb55039034cad28606b79e6dff66c80e
os15-s0020,positive,5,os15-c000324,False,e5675486e1c8f2a13228a3f6095994954bd254246c670089fcc94a826a5dde27
os15-s0021,positive,1,os15-c000025,False,5f5ba3d71a72719429aeb6be8041509da5de5a9caeb191c8df5dacd0500f6b57
os15-s0021,positive,2,os15-c000343,False,c0770a52ff12724022623463287c85d93f4375f1aedbd4a3c396c8bfe99b34f3
os15-s0021,positive,3,os15-c000353,True,c939d10466bb515b35ace684f16dd8a76b5e8a46472360cc5f2632430df0b565
os15-s0021,positive,4,os15-c000295,False,e9f7f9d1e2c9a3b477c0016e65418436cd31369de70a49ac30eb4629336b0ad3
os15-s0021,positive,5,os15-c000367,False,ecda40dc3dca3123e802a74cede2dd16c9004701f2288f2f14d9a72236b00282
os15-s0022,positive,1,os15-c000209,False,15011fc61ed8875bd6e9ac23f547c1057fa5a7c398569ea442ac54dc87871d70
os15-s0022,positive,2,os15-c000218,False,9057ddf068a2586516fec7419462d613e7d903e27f04e6444d38b079dff93f66
os15-s0022,positive,3,os15-c000171,False,aae54b582e29e4917d42672e24a06f7af3d4f06c6aaf60f8f8af6bed4ecb4e45
os15-s0022,positive,4,os15-c000465,True,ea529d38523700811a37a4154a77af52cabd6ef52f62449c48ab42bcaeb47986
os15-s0022,positive,5,os15-c000366,False,fb83fb75c62008489c496bb9d04ef00fcc980e7586885e32913a427ddc601802
os15-s0023,positive,1,os15-c000052,False,7161af43c47c0424453cd4cda6a0d1bca39e1fb2181f52c8dc038e04fc929f28
os15-s0023,positive,2,os15-c000207,False,7f36a5d6822878c0fce34567ab2ad7f36bcc7d6d01758c96e799ee96b0bcd86b
os15-s0023,positive,3,os15-c000054,False,ae9598af9a190861e3f6ddd6a83f7ad14b7dee924b88714524935b4adc8ec956
os15-s0023,positive,4,os15-c000502,False,eec17bc39c180f18ac70cde6555ada1711bb783c9249ea037b1fedbfc0c12610
os15-s0023,positive,5,os15-c000334,True,f65ebda61681f1b2a29fa4e63ec3e5dcc743c9407db4efa98e9d0963cd1a95f0
os15-s0024,positive,1,os15-c000236,False,1691cf7433a596284ae7baab8d54082af66900fad53890a583d54d35495c783e
os15-s0024,positive,2,os15-c000075,True,2f10a76757bf7e321c90a43e8c0c9f7cda5005d453c2836ea2076c48eb9dfd94
os15-s0024,positive,3,os15-c000428,False,3888284260fbc584ec5764fa3d74dfd74755595123319e64a7bea909e5aaf38c
os15-s0024,positive,4,os15-c000053,False,743c6478fd0ea24cf28fb9a1b7d9ac81bf95fc253eb4a38b004fdf25f82d819e
os15-s0024,positive,5,os15-c000330,False,c042d675a42f5801f649e59dfb934795321c49ea7be693fa772fcd5cb39063d7
os15-s0025,positive,1,os15-c000452,False,0170cdb374a92c4a42bb9b74888bf0d71b179c10ccfc742461f62a5e2bc3cecc
os15-s0025,positive,2,os15-c000055,True,1167ce1c6d07e703e956767a1fe1d559d8ceacef32e6cee4475fb14d9a999508
os15-s0025,positive,3,os15-c000112,False,4f851f8715bc4b5b279d7fcd1e226811d53fb61a77c41d72fd2f80e0bdc20c49
os15-s0025,positive,4,os15-c000152,False,75f8183348de8a6766179e8ed359f1e597fcd47bfcd2cf3c32e3ae4c9a53bb97
os15-s0025,positive,5,os15-c000293,False,7a303bebae67d2351b9ad2912093e0052ffb772ef7139e025630dd61671f1906
os15-s0026,positive,1,os15-c000409,True,26765606f2102bcb8d86f07f41c3badd30820731cc703c3fabec3d272763d1f3
os15-s0026,positive,2,os15-c000362,False,46bbdd062f70045ccfacd60ae347fbfe059cb7378ae8e69bc32cd337cc30f19f
os15-s0026,positive,3,os15-c000481,False,8efbde2898bc151ce5db3ddddfa079328ca687a96d562102c3fccf149d5f9357
os15-s0026,positive,4,os15-c000203,False,b022f31975ba4ee8ae151dce637e85bbc9e3d3f6397e572f4668134234656327
os15-s0026,positive,5,os15-c000084,False,fa1a13061971128c089e9a1b2e5c97159ce0fb6299a92e9d2775e2b0746207ff
os15-s0027,positive,1,os15-c000432,False,634fe359924179846ec2e41329a00cf6aa95862ad0dc1e04276e1c1d2984dfa2
os15-s0027,positive,2,os15-c000153,False,84e998763a4780f19c14dab256027814a3bcd775fef792540bbd86ef649db739
os15-s0027,positive,3,os15-c000064,False,b324276061e1ceb9b2057c4912401317cf5444c7e78395f2f370ce1512341f98
os15-s0027,positive,4,os15-c000267,True,cc021c72fd477fad7f909258054b0075c0ed9f4baac961872d7fd037f5f162af
os15-s0027,positive,5,os15-c000020,False,cea71c9efceba142704bedb76fb59f479b9d2269a16dfcd3da2ba175852e83f0
os15-s0028,positive,1,os15-c000051,False,46f98580c595f79bd8b39d1ee31ec71124bcbaad857e27f80f7fc043818e3e7e
os15-s0028,positive,2,os15-c000503,False,996903bdd35469fd04d265ef0b9beb63af12d5e612410a2698483292d0aaf143
os15-s0028,positive,3,os15-c000162,False,ac8519e451a2c9f64853df16cc0bfb3d8a5d168db704985090640fdf4959ee49
os15-s0028,positive,4,os15-c000184,True,e2cd86475412ff69c9e515a6785e63a33c76bd3b6c8844caea0381a3b010ba55
os15-s0028,positive,5,os15-c000373,False,fc4359f6368b05889930da02b468983a6af1f2728c9a3bd1a65f97dabd800dcb
os15-s0029,positive,1,os15-c000066,True,0a7da1bca62a3a294409dbda77fedd7a24bd73af2cf2a199acd3fed2c1c71f04
os15-s0029,positive,2,os15-c000466,False,60699814659d2d5643ad9c5025e5c8fe5cb88f42721f191f25514ed62d161247
os15-s0029,positive,3,os15-c000111,False,6f8f0dde50e7942e66f33dd4b21969f6f815d15e29a6ac7cec5e471459cfe8c2
os15-s0029,positive,4,os15-c000074,False,eb06d9bcdc510b5d9e46977867276d3d72e5e14dd54735747d86eb61b8057026
os15-s0029,positive,5,os15-c000093,False,f491e4527f94ea2468b66273178f8940eab65a69e1bffe89a934f368a7417aeb
os15-s0030,positive,1,os15-c000477,True,6c4290bba4eed2f4af560cd37366869aaa996e9afc91e214d0fa4ede8b6d5de8
os15-s0030,positive,2,os15-c000358,False,71e45139dcd04b5ff9fcfa1fa0be148660e6c6e26fb0c34bf57ef32c9cbe73a1
os15-s0030,positive,3,os15-c000329,False,ba5ef593ec744a9b66bd1d74af4eb18f0f8b4fcf56ca26e2de395f2294ca9735
os15-s0030,positive,4,os15-c000493,False,cf5a0b1c953dc4490582e1d360481a1e11295f906092a4f349859c868b344b93
os15-s0030,positive,5,os15-c000083,False,d0211651ef737532faf4bbaa31b9fe6aecfbfdf61a15dfeff0509fc75c423a89
os15-s0031,positive,1,os15-c000223,False,37682daf65d26d6ecfa1246668cc1cfc087374cc4bd8e36e9f94ca28e7d9d7d4
os15-s0031,positive,2,os15-c000410,False,99d37af6b4f95de6d97b489d47b6dd3f7fcf4265e9d5c080a3dfd30503c4c7c6
os15-s0031,positive,3,os15-c000372,False,bd8ef2f5be815f330259b8d233ad6d4c8205e5d1c6296a16b5cddb17709785a7
os15-s0031,positive,4,os15-c000283,True,f60331e8461f0912a7405344a91b5c94672eaf3ed4216fe81a64b51f53590471
os15-s0031,positive,5,os15-c000087,False,f8f58d20790fb618af2c08b1646fa33a43bb2ddd5f1cecf92bfc3c772c5e9e93
os15-s0032,positive,1,os15-c000337,False,3a77c580537973028c7e9a0866ea6e82c07ebb883f28603b24b510aca8ebcf3f
os15-s0032,positive,2,os15-c000454,True,3e8a3403a23d72eab34b9b42f76b92af643c74652c1ca7775fd39d4b40859a8a
os15-s0032,positive,3,os15-c000455,False,628a9352376e4fddf7aa58483a2cc95788376e3784aa772676c590f7c2472021
os15-s0032,positive,4,os15-c000192,False,799fe00c15b7acf6cc12e93b05a338ca9273ea764695fd9464424be9e43c2ee4
os15-s0032,positive,5,os15-c000336,False,e036097c4fb0ddb95f9d5ecaa9de6269811f63766d5f258d64c1ec41feeb8ee1
os15-s0033,positive,1,os15-c000216,False,53d2375d2305f7398bf3433752d3b24b6a8b181785b81fdf998efa9bb0c40b06
os15-s0033,positive,2,os15-c000388,False,92e358042811ff2c755a5fd92ff22c11f1bda4cc794e6a2d01373cc5375444fb
os15-s0033,positive,3,os15-c000151,False,a008d82102bbe65f2bfe8a80bb3b77e727bd0f573a8d480dc6e8128593144d76
os15-s0033,positive,4,os15-c000076,True,bed939b128667e7e91214029142e0960113733a9327d846f6408f836a5148874
os15-s0033,positive,5,os15-c000323,False,e15ec996cbbc29e8537b940961e6067ecdfb4526ddc46ede3816319614a682b6
os15-s0034,positive,1,os15-c000308,False,228c614a32569a6b5ffb461f8f8ff3c345719c0c3f06ea5bcfb4a6ac89e83e0a
os15-s0034,positive,2,os15-c000154,False,2b2ec65d7f596a83c7af683f970002b161fe4999fd9eda7774804138b82422af
os15-s0034,positive,3,os15-c000183,True,5832e9f8c5517e4fd40361c9fac8d9daad07620c11f9cb42cd113eaa1d155112
os15-s0034,positive,4,os15-c000131,False,827858ce7ecbd308fa8cd9e0ed5cfebab13afb5647c41d3cc905c1acd3fbfd46
os15-s0034,positive,5,os15-c000469,False,99677edf9b30d79f07b91d8aaa578709f4aa88e0178d785d46e7449ebbab737a
os15-s0035,positive,1,os15-c000427,False,3a0b891ea750b7ee65d68b803e860f59b7fd45991b6c68cffbd679975fdaf2c3
os15-s0035,positive,2,os15-c000073,False,62d60ab5ddd57f8e2dfee0d02022f4c17edac09ab38a9682d70f3cc4751686d8
os15-s0035,positive,3,os15-c000445,True,83e3791d425467422af3ae41f050bd0422d3407d29caefffd43662db293f836c
os15-s0035,positive,4,os15-c000501,False,ab5182c064c549c535edb80645a5034157601f5ff252a01a6be65f52d6d84131
os15-s0035,positive,5,os15-c000116,False,c5f87b3b3816d287184faeb0f6252fd25a228af64f2bd89e57e5ad542157c679
os15-s0036,positive,1,os15-c000394,True,6e17c89162c804e618209a00832588d83f87369b2dd13ff60ea1450d49b9b5b2
os15-s0036,positive,2,os15-c000492,False,773d40221694c319877d99e5e7a002d542d62d94249c91e5a2f4d9050db8b394
os15-s0036,positive,3,os15-c000331,False,88658c642fdc45d259057ed7184d6ec42f14f573db36a033f8ad213b6301f550
os15-s0036,positive,4,os15-c000243,False,9a459d4a22362036543e25fb041b15b8c7681dc5c988980c808104248d561dd5
os15-s0036,positive,5,os15-c000103,False,bf8fcc0689ae9526dd4b00fdbefaed3c62308e3cceae2ef868e6a1d404fff872
os15-s0037,positive,1,os15-c000261,False,65dc265ded4264c3e5d8866ff971575f706359262fee620367ca3a3d7ee0eb1c
os15-s0037,positive,2,os15-c000242,True,73a2d90f2f78d5b3d5a0d8e4a921806fe0fd1e3b0e08afc12ea3d6ee99afcf66
os15-s0037,positive,3,os15-c000384,False,82ef0f8746b285ed18993e7622820e96e2baedf19973139f38921a1e891015ec
os15-s0037,positive,4,os15-c000305,False,e070304e660d47ec2b66bee194f00b313a7af7135c00ba9b9abad05f41a96707
os15-s0037,positive,5,os15-c000067,False,f7026dbb1aec08e05e855f3c57d0dcadf2599bfc0b8c2158129e05a79d961ff1
os15-s0038,positive,1,os15-c000110,False,25165bbc7df606cfd32ac122a8a0c4f21d1b06eeb9a0039c1feccb99a266397d
os15-s0038,positive,2,os15-c000408,False,29005c01d8a259e4e42ef3c70c2e1b22848271c1924301af05e3aac094b6ceeb
os15-s0038,positive,3,os15-c000396,False,621e2936fb84ba57a07bf9f02138bdeffff589eb815c4a4e6015251b1a4a1679
os15-s0038,positive,4,os15-c000272,True,c8ce08cb6e0fb361aabaa478c20314a243620936e5880df46887701a2ecd5785
os15-s0038,positive,5,os15-c000464,False,ecc40c6424ca9febfee4c8e6abd111b71426a7b0f9d8858eb2da17db2a6252ac
os15-s0039,positive,1,os15-c000163,False,284b959465fd4ba3ae2946cff46751f2dd7c8588b7a4b39962f826440e944ad8
os15-s0039,positive,2,os15-c000195,False,5d600d0148b183c3382f0acc3755e42553043c684632c53f9d1da7299d1d8f38
os15-s0039,positive,3,os15-c000485,False,910bb7ead386e48f30c661c324c2226b04e28646669c48af54929bd663a712cd
os15-s0039,positive,4,os15-c000392,False,9cffb412612253d7b08751394d4aa995e4a6f280f229ec199fe1475aa1b7bdee
os15-s0039,positive,5,os15-c000480,True,ff360aeab6138752357cb968773da745f9b6f3be66387aae6a92dc6cd6562e68
os15-s0040,positive,1,os15-c000325,False,284e003adf684df83184beb20eb73f004f8d15177095424192a2272987fd3f55
os15-s0040,positive,2,os15-c000414,False,2fe69829ba3c2dfc61dfaf5fbeabc765bd120d43b51c980562300aeae5713533
os15-s0040,positive,3,os15-c000234,True,b095f47d1d29e86568a9a42dd68abf927ee6a3d59efc2f7be061ebc1bb8932fc
os15-s0040,positive,4,os15-c000284,False,b7715ddd382e9f252026a922ab2ddcfb3daf263aa15d9dd37aa90f87af11a3f7
os15-s0040,positive,5,os15-c000351,False,df983221db01e8f4e48aa2bcc6bf303f08e2d76a95a2a57917778dc4cba3e2ec
os15-s0041,positive,1,os15-c000135,False,85ca001c7e5292d09291bda6f58e018dab8476af79ae6ad84259735586cb5a17
os15-s0041,positive,2,os15-c000356,True,8c9534f785805f8855f0b9d532eccad64d00dd6bda42606b83ae74f20ae48bf2
os15-s0041,positive,3,os15-c000210,False,b11595f17b18a3750471d6dc7923ba7c1cb75ca115a5272930a0bc6ecbf70d07
os15-s0041,positive,4,os15-c000122,False,d4a5199abe958f8b064d1d284cef4890bed4f207c5fa77a2a291238672360d15
os15-s0041,positive,5,os15-c000450,False,e993289b27b45847d823089e595bd32cc3afa05f0e685979bdf39ef40dbc6bd4
os15-s0042,positive,1,os15-c000220,False,3ca1e6402e99bbd297e9743173531c5b368e22db2e7db047a7f7c2e5a679999d
os15-s0042,positive,2,os15-c000321,False,43de590dda63fe8c738d16883c74c0942cd318cd716fc186c2d0955cf5385bad
os15-s0042,positive,3,os15-c000311,False,5f93948df55be31ddf3a26fff99345844c6bfc46e299f381332e39616f91dcbd
os15-s0042,positive,4,os15-c000426,False,7b126576f948550820da0c3a692c23907749cab26f4d141bd699ab788b36a470
os15-s0042,positive,5,os15-c000354,True,83d947b6d99e9624bac457a4957ce0390f8d352d754e978668dd852c055a5797
os15-s0043,positive,1,os15-c000470,False,15f4f1309814de9d7fbe7ed275d0fa8caed4d8794f3fbddc08977e72e3e9403d
os15-s0043,positive,2,os15-c000016,True,1eed380bec2df48d27f125b3e58f12420ab74ec0f1444866333e15ddb57a7135
os15-s0043,positive,3,os15-c000063,False,4b78f01a07a935e028bb428a65b66fd1399939574ad46d18d5fd90daf56a8086
os15-s0043,positive,4,os15-c000312,False,612c7aabf04ba39ba240b72d582a971e4839d2d1899aac267f2e85cd3a00b5c2
os15-s0043,positive,5,os15-c000491,False,f6741bace0d8955343c6a51bd816750557c9c43e1d6b531346ad5df6803dbf42
os15-s0044,positive,1,os15-c000150,False,2a8d08d54380a5e59a45420bfb1c5409eb339709a0ce23ef17cce72ec9ab4a8a
os15-s0044,positive,2,os15-c000364,False,6537dcead975b1cff3e672ae16a68a17ec53a940cde0575eb21b5c5d9077b2c9
os15-s0044,positive,3,os15-c000024,True,71da340e980e1fd617daeab2be5794f8a87852d9c8db03cf86912a5eb3e2cf69
os15-s0044,positive,4,os15-c000324,False,82130b8b5fb69479922f70095320ccee363c5a4569077ef39da0b7e90a8ceaf1
